book_id,title,authors,goodreads_average_rating,goodreads_ratings_count,original_publication_year,language_code,borrow_count,avg_user_rating,to_read_count,popularity_level
7785,I Can Read With My Eyes Shut!,Dr. Seuss,4.17,13821,1978.0,en-GB,98,3.3469387755102042,5,faible
4989,The Red Tent,Anita Diamant,4.16,424981,1997.0,en-US,98,3.336734693877551,23,faible
2442,"Witches Abroad (Discworld, #12; Witches #3)",Terry Pratchett,4.2,47875,1991.0,eng,98,3.306122448979592,20,faible
9298,Last Chance Saloon,Marian Keyes,3.78,32255,1999.0,en-US,97,4.195876288659794,8,faible
3483,Special Topics in Calamity Physics,Marisha Pessl,3.7,29369,2006.0,eng,97,4.175257731958763,50,faible
7069,The World According to Garp,John Irving,4.07,167106,1978.0,eng,97,4.175257731958763,2,faible
6537,"From Potter's Field (Kay Scarpetta, #6)",Patricia Cornwell,4.02,41377,1995.0,eng,97,4.134020618556701,25,faible
7911,Five Little Peppers and How They Grew,Margaret Sidney,4.03,19780,1881.0,eng,97,4.134020618556701,15,faible
9282,The Smoke Jumper,Nicholas Evans,4.05,25668,2001.0,eng,97,4.061855670103093,58,faible
6426,Motor Mouth (Alex Barnaby #2),Janet Evanovich,3.66,20983,2006.0,en-US,97,4.051546391752577,46,faible
3368,Don't Make Me Think: A Common Sense Approach to Web Usability,Steve Krug,4.24,7296,2000.0,en-US,97,4.041237113402062,60,faible
6614,Lipstick Jungle,Candace Bushnell,3.39,35792,2005.0,eng,97,4.030927835051546,137,faible
7058,"The Good Husband of Zebra Drive (No. 1 Ladies' Detective Agency, #8)",Alexander McCall Smith,4.06,18329,2007.0,en-US,97,3.9896907216494846,25,faible
8515,The Man Who Listens to Horses,"Monty Roberts, Lucy Grealy, Lawrence Scanlan",4.1,9021,1997.0,en-US,97,3.9587628865979383,26,faible
9799,The Fortress of Solitude,Jonathan Lethem,3.87,15100,2003.0,eng,97,3.9278350515463916,60,faible
5809,V.,Thomas Pynchon,3.97,13485,1963.0,fre,97,3.865979381443299,37,faible
5168,Where the Heart Is,Billie Letts,4.0,208333,1995.0,en-US,97,3.845360824742268,14,faible
8908,World War Z: An Oral History of the Zombie War,Max Brooks,4.01,312969,2006.0,en-US,97,3.7422680412371134,14,faible
7604,Lolita,"Vladimir Nabokov, Craig Raine",3.88,469836,1955.0,eng,97,3.711340206185567,64,faible
9833,"Blind Willow, Sleeping Woman","Haruki Murakami, Philip Gabriel, Jay Rubin",3.83,19216,2006.0,eng,97,3.711340206185567,68,faible
9503,Saving Fish from Drowning,Amy Tan,3.41,24579,2005.0,eng,97,3.556701030927835,22,faible
9654,Fear of Flying,Erica Jong,3.44,13061,1973.0,en-US,97,3.5257731958762886,14,faible
9594,Timequake,Kurt Vonnegut Jr.,3.71,23562,1997.0,eng,97,3.4948453608247423,60,faible
4820,"Mayflower: A Story of Courage, Community, and War",Nathaniel Philbrick,3.86,25752,2006.0,eng,97,3.4329896907216493,32,faible
8765,I Feel Bad about My Neck: And Other Thoughts on Being a Woman,Nora Ephron,3.65,29749,2006.0,en-US,97,3.2783505154639174,24,faible
8953,"Freak the Mighty (Freak The Mighty, #1)",Rodman Philbrick,3.98,34587,1993.0,eng,97,3.2577319587628866,4,faible
7201,As the Crow Flies,Jeffrey Archer,4.05,14415,1990.0,,97,3.2371134020618557,10,faible
9569,Villa Incognito,Tom Robbins,3.65,14206,2003.0,,96,4.625,115,faible
7039,"Tears of the Giraffe (No. 1 Ladies' Detective Agency, #2)",Alexander McCall Smith,3.95,35205,2000.0,en-GB,96,4.489583333333333,25,faible
5453,"Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood, #4)",Ann Brashares,3.8,56113,2007.0,eng,96,4.052083333333333,29,faible
7062,Paris to the Moon,Adam Gopnik,3.75,11065,2000.0,eng,96,3.9270833333333335,44,faible
9827,"King Rat (Asian Saga, #4)",James Clavell,4.1,25071,1962.0,eng,96,3.9166666666666665,5,faible
8968,"The Vampire Prince (Cirque Du Freak, #6)",Darren Shan,4.23,20877,2002.0,,96,3.78125,25,faible
8682,Jitterbug Perfume,Tom Robbins,4.24,48277,1984.0,eng,96,3.59375,11,faible
7779,Horton Hears a Who!,Dr. Seuss,4.16,80883,1954.0,eng,96,3.5833333333333335,64,faible
9809,Invisible Cities,"Italo Calvino, William Weaver",4.19,32253,1972.0,eng,96,3.5729166666666665,43,faible
4625,The Complete Short Stories,Ernest Hemingway,4.28,28129,1925.0,en-US,96,3.3020833333333335,4,faible
6862,Amsterdam,Ian McEwan,3.41,30469,1998.0,,95,4.494736842105263,32,faible
9912,The Rules of Attraction,Bret Easton Ellis,3.71,29456,1987.0,eng,95,4.410526315789474,14,faible
8172,Superman: Birthright,"Mark Waid, Alfred Gough, Miles Millar, Dave McCaig, Gerry Alanguilan, Leinil Francis Yu",4.12,9253,2003.0,en-GB,95,4.347368421052631,5,faible
9998,The Woman in the Dunes,"Kōbō Abe, E. Dale Saunders",3.91,11467,1962.0,eng,95,4.326315789473684,6,faible
9589,Hocus Pocus,Kurt Vonnegut Jr.,3.81,23046,1990.0,,95,4.273684210526316,15,faible
9597,Player Piano,Kurt Vonnegut Jr.,3.85,34362,1952.0,eng,95,4.2105263157894735,15,faible
4866,How to Stop Worrying and Start Living,Dale Carnegie,4.08,46797,1944.0,en-GB,95,4.0,12,faible
6882,Papillon,Henri Charrière,4.23,39073,1969.0,,95,3.9368421052631577,42,faible
7432,"Pardonable Lies (Maisie Dobbs, #3)",Jacqueline Winspear,4.09,17947,2005.0,en-US,95,3.6842105263157894,19,faible
9300,"Watermelon (Walsh Family, #1)",Marian Keyes,3.79,55841,1995.0,,95,3.263157894736842,14,faible
5064,"World Without End (The Kingsbridge Series, #2)",Ken Follett,4.23,128715,2007.0,eng,95,3.126315789473684,16,faible
8648,"Xenocide (Ender's Saga, #3)",Orson Scott Card,3.77,104467,1991.0,eng,94,4.425531914893617,8,faible
6149,Beloved,Toni Morrison,3.77,233825,1987.0,eng,94,4.223404255319149,63,faible
9303,Lucy Sullivan Is Getting Married,Marian Keyes,3.74,38473,1996.0,en-US,94,4.117021276595745,27,faible
8650,"The Lost World (Jurassic Park, #2)",Michael Crichton,3.72,83389,1995.0,eng,94,4.042553191489362,14,faible
9914,The Informers,Bret Easton Ellis,3.39,12898,1994.0,en-GB,94,3.9361702127659575,16,faible
9864,The Ground Beneath Her Feet,Salman Rushdie,3.77,8673,1999.0,eng,94,3.734042553191489,48,faible
9567,Half Asleep in Frog Pajamas,Tom Robbins,3.73,17053,1994.0,,94,3.7127659574468086,65,faible
7194,The Club Dumas,"Arturo Pérez-Reverte, Sonia Soto",3.82,24090,1993.0,eng,94,3.6595744680851063,50,faible
6613,Four Blondes,Candace Bushnell,2.8,22278,2000.0,,93,4.301075268817204,32,faible
5571,Cradle to Cradle: Remaking the Way We Make Things,"William McDonough, Michael Braungart",4.1,7625,2002.0,en-US,93,4.118279569892473,37,faible
5205,A Map of the World,"Jane Hamilton, Frank  Muller, C.J. Critt",3.78,61347,1992.0,en-GB,93,4.086021505376344,11,faible
6867,Atonement,Ian McEwan,3.88,347006,2001.0,eng,93,4.086021505376344,20,faible
7998,"Outcast of Redwall (Redwall, #8)",Brian Jacques,3.9,15874,1995.0,en-US,93,3.956989247311828,48,faible
4264,Fever Pitch,Nick Hornby,3.72,25374,1992.0,eng,93,3.881720430107527,40,faible
9844,Prep,Curtis Sittenfeld,3.36,50598,2005.0,eng,93,3.860215053763441,87,faible
7332,The Silmarillion (Middle-Earth Universe),"J.R.R. Tolkien, Christopher Tolkien, Ted Nasmith",3.87,134106,1977.0,eng,93,3.78494623655914,21,faible
9717,The Unbearable Lightness of Being,"Milan Kundera, Michael Henry Heim",4.08,205279,1984.0,eng,93,3.774193548387097,29,faible
8088,Sunshine,Robin McKinley,3.85,27918,2003.0,en-US,93,3.6989247311827955,87,faible
7588,A Portrait of the Artist as a Young Man,"James Joyce, Seamus Deane",3.6,92569,1916.0,eng,93,3.6344086021505375,22,faible
9555,The Elephant Vanishes,"Haruki Murakami, Jay Rubin, Alfred Birnbaum",3.88,23950,1993.0,eng,93,3.5376344086021505,21,faible
9595,"Slapstick, or Lonesome No More!",Kurt Vonnegut Jr.,3.87,27371,1976.0,eng,93,3.4301075268817205,9,faible
9712,Love in the Time of Cholera,"Gabriel García Márquez, Edith Grossman",3.89,283806,1985.0,eng,92,4.489130434782608,54,faible
6976,The Mermaid Chair,Sue Monk Kidd,3.1,62760,2004.0,eng,92,3.8043478260869565,18,faible
3882,Rachael Ray 365: No Repeats: A Year of Deliciously Different Dinners,Rachael Ray,3.68,21573,2005.0,,92,3.641304347826087,67,faible
8646,Crow Lake,Mary Lawson,3.85,12220,2002.0,eng,92,3.4565217391304346,27,faible
5130,Island,Aldous Huxley,3.87,14440,1962.0,eng,92,3.4347826086956523,0,faible
9957,The Cement Garden,Ian McEwan,3.57,14418,1978.0,eng,92,3.3369565217391304,48,faible
8745,Desert Flower,"Waris Dirie, Cathleen Miller",4.09,9609,1998.0,eng,92,3.1956521739130435,9,faible
8296,"The First Four Years  (Little House, #9)","Laura Ingalls Wilder, Garth Williams",3.88,24180,1953.0,eng,91,4.087912087912088,55,faible
7663,A Case of Need,"Jeffery Hudson, Michael Crichton",3.6,14109,1968.0,en-US,91,3.857142857142857,104,faible
9648,Keep the Aspidistra Flying,George Orwell,3.87,9599,1936.0,eng,91,3.8351648351648353,18,faible
7869,"The Bourne Identity (Jason Bourne, #1)",Robert Ludlum,3.98,327122,1980.0,eng,91,3.791208791208791,23,faible
7437,Naked Lunch,"William S. Burroughs, James Grauerholz, Barry  Miles",3.46,55473,1959.0,en-US,91,3.681318681318681,29,faible
6969,Emma,"Jane Austen, Fiona Stafford",3.99,459826,1815.0,eng,91,3.2967032967032965,15,faible
9522,"Persepolis, Volume 1",Marjane Satrapi,4.27,46993,2000.0,fre,90,4.088888888888889,42,faible
4591,Genome: the Autobiography of a Species in 23 Chapters,Matt Ridley,4.02,17684,1999.0,en-US,90,3.7555555555555555,26,faible
9915,Less Than Zero,Bret Easton Ellis,3.58,45978,1985.0,eng,90,3.6777777777777776,16,faible
7882,"On the Banks of Plum Creek  (Little House, #4)","Laura Ingalls Wilder, Garth Williams",4.19,74666,1937.0,,90,3.2777777777777777,10,faible
9943,The Atonement Child,Francine Rivers,4.26,29250,1997.0,en-US,89,4.46067415730337,4,faible
8967,"Trials of Death (Cirque Du Freak, #5)",Darren Shan,4.25,22157,2001.0,,89,4.157303370786517,32,faible
4364,Maximum City: Bombay Lost and Found,Suketu Mehta,3.91,7894,2004.0,eng,89,4.033707865168539,41,faible
4984,Bagombo Snuff Box,Kurt Vonnegut Jr.,3.72,7407,1999.0,en-GB,89,4.022471910112359,18,faible
9420,"Shopaholic & Baby (Shopaholic, #5)",Sophie Kinsella,3.77,98130,2007.0,eng,89,4.022471910112359,18,faible
7967,"Speaker for the Dead (Ender's Saga, #2)",Orson Scott Card,4.04,164287,1986.0,en-US,89,3.6741573033707864,33,faible
7494,Suzanne's Diary for Nicholas,James Patterson,4.16,121398,2001.0,eng,89,3.5280898876404496,17,faible
9419,"Shopaholic Ties the Knot (Shopaholic, #3)",Sophie Kinsella,3.77,88139,2002.0,eng,89,3.449438202247191,38,faible
9804,The Baron in the Trees,"Italo Calvino, Archibald Colquhoun",4.06,13221,1957.0,eng,88,4.215909090909091,11,faible
9601,Bluebeard,Kurt Vonnegut Jr.,4.02,27011,1987.0,en-US,87,4.252873563218391,13,faible
9475,"Midnight for Charlie Bone (The Children of the Red King, #1)",Jenny Nimmo,3.79,32917,2002.0,en-US,87,3.7701149425287355,8,faible
9517,"Persepolis 2: The Story of a Return (Persepolis, #2)","Marjane Satrapi, Anjali Singh",4.23,45718,2001.0,eng,87,3.6551724137931036,17,faible
7763,The Joy Luck Club,Amy Tan,3.9,515090,1989.0,eng,87,3.5402298850574714,21,faible
8732,The Red Pony,John Steinbeck,3.42,37535,1933.0,,86,4.093023255813954,16,faible
8962,"A Living Nightmare (Cirque Du Freak, #1)",Darren Shan,4.07,38753,2000.0,,86,4.058139534883721,18,faible
8253,"Little Town on the Prairie  (Little House, #7)","Laura Ingalls Wilder, Garth Williams",4.18,63615,1941.0,en-GB,86,3.6744186046511627,20,faible
9742,The Audacity of Hope: Thoughts on Reclaiming the American Dream,Barack Obama,3.69,110873,2006.0,en-US,86,3.5232558139534884,12,faible
9865,The Moor's Last Sigh,Salman Rushdie,3.92,9459,1995.0,eng,85,4.117647058823529,9,faible
7628,The Good Soldier,"Ford Madox Ford, Kenneth Womack, William Baker",3.72,14471,1915.0,,85,3.541176470588235,47,faible
8248,"By the Shores of Silver Lake  (Little House, #5)","Laura Ingalls Wilder, Garth Williams",4.16,51640,1939.0,,84,3.619047619047619,15,faible
9328,The House of the Spirits,"Isabel Allende, Magda Bogin",4.2,119930,1982.0,en-US,84,3.261904761904762,25,faible
9598,Deadeye Dick,Kurt Vonnegut Jr.,3.8,19212,1982.0,eng,83,4.240963855421687,2,faible
9570,Another Roadside Attraction,Tom Robbins,3.97,25777,1971.0,en-US,83,4.204819277108434,29,faible
9590,"God Bless You, Mr. Rosewater",Kurt Vonnegut Jr.,3.94,40353,1965.0,eng,81,3.7901234567901234,33,faible
9014,The Long Walk,"Richard Bachman, Stephen King",4.11,71775,1979.0,eng,80,4.0625,12,faible
9530,Shadow Divers,Robert Kurson,4.26,16917,2004.0,eng,80,3.625,8,faible
9301,"Rachel's Holiday (Walsh Family, #2)",Marian Keyes,3.93,48663,1997.0,eng,78,4.346153846153846,12,faible
9913,Glamorama,Bret Easton Ellis,3.47,14947,1998.0,eng,78,4.1923076923076925,18,faible
9375,Fried Green Tomatoes at the Whistle Stop Cafe,Fannie Flagg,4.26,207508,1987.0,,77,3.7142857142857144,29,faible
7661,Next,Michael Crichton,3.48,53487,2006.0,en-US,76,4.394736842105263,4,faible
6572,Suffer the Children,John Saul,3.9,24533,1977.0,en-US,76,3.986842105263158,51,faible
7144,Crime and Punishment,"Fyodor Dostoyevsky, David McDuff",4.18,380903,1866.0,eng,75,3.56,22,faible
9838,The Bookseller of Kabul,"Åsne Seierstad, Ingrid Christopherson",3.76,30531,2002.0,en-US,74,4.391891891891892,1,faible
5413,'Salem's Lot,"Stephen King, Jerry N. Uelsmann",4.25,72797,2005.0,eng,74,3.9324324324324325,33,faible
9646,Homage to Catalonia,"George Orwell, Lionel Trilling",4.14,22227,1938.0,eng,74,3.5675675675675675,14,faible
5038,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,3.67,43424,2001.0,en-GB,73,3.506849315068493,37,faible
9416,"Confessions of a Shopaholic (Shopaholic, #1)",Sophie Kinsella,3.61,543658,2000.0,eng,71,3.323943661971831,21,faible
9531,"Peter and the Shadow Thieves (Peter and the Starcatchers, #2)","Dave Barry, Ridley Pearson, Greg Call",4.15,29555,2006.0,en-US,70,4.557142857142857,25,faible
7677,"Jurassic Park (Jurassic Park, #1)",Michael Crichton,3.96,447833,1990.0,spa,69,4.173913043478261,29,faible
5053,The Man From St. Petersburg,Ken Follett,3.84,13193,1982.0,eng,68,3.75,59,faible
8948,"Sons of Destiny (Cirque Du Freak, #12)",Darren Shan,4.22,14997,2002.0,,61,4.016393442622951,7,faible
9762,Loving What Is: Four Questions That Can Change Your Life,"Byron Katie, Stephen Mitchell",4.15,12568,2002.0,,60,3.25,4,faible
6819,Ghostwritten,David Mitchell,4.06,17900,1999.0,eng,60,3.1666666666666665,2,faible
8964,"Jesus Freaks: Stories of Those Who Stood for Jesus, the Ultimate Jesus Freaks (Jesus Freaks, #1)","D.C. Talk, The Voice of the Martyrs",4.2,17602,1997.0,eng,59,4.186440677966102,15,faible
9418,"Shopaholic Takes Manhattan (Shopaholic, #2)",Sophie Kinsella,3.75,93498,2001.0,en-US,59,3.7966101694915255,41,faible
9534,"Shadow of the Hegemon (Ender's Shadow, #2)",Orson Scott Card,3.93,58991,2000.0,en-US,57,4.0,8,faible
10006,Oracle Night,Paul Auster,3.77,8827,2004.0,eng,0,0.0,0,faible
10009,Homo Faber,Max Frisch,3.75,9401,1957.0,eng,0,0.0,0,faible
10031,The Wall,Jean-Paul Sartre,4.07,12180,1939.0,eng,0,0.0,0,faible
10033,Being and Nothingness,"Jean-Paul Sartre, Hazel E. Barnes, Mary Warnock, Richard Eyre",3.94,19897,1943.0,en-GB,0,0.0,0,faible
10037,No Exit and Three Other Plays,"Jean-Paul Sartre, Stuart Gilbert, Lionel Abel",4.09,21841,1947.0,eng,0,0.0,0,faible
10058,Flags of Our Fathers,"James D. Bradley, Ron Powers",4.18,37561,2000.0,,0,0.0,0,faible
10065,Wayside School Is Falling Down (Wayside School #2),"Louis Sachar, Joel Schick",4.17,45631,1989.0,eng,0,0.0,0,faible
10073,A Long Way Down,Nick Hornby,3.41,59843,2005.0,eng,0,0.0,0,faible
10084,"River of Blue Fire (Otherland, #2)",Tad Williams,4.0,12015,1998.0,eng,0,0.0,0,faible
10090,"Mountain of Black Glass (Otherland, #3)",Tad Williams,4.04,11576,1999.0,en-US,0,0.0,0,faible
10092,"Sea of Silver Light (Otherland, #4)",Tad Williams,4.11,9758,2001.0,,0,0.0,0,faible
10104,The Six Wives of Henry VIII,Alison Weir,4.1,47913,1980.0,en-US,0,0.0,0,faible
10105,The Last Wife of Henry VIII,Carolly Erickson,3.88,10172,1980.0,en-US,0,0.0,0,faible
10108,"The Autobiography of Henry VIII: With Notes by His Fool, Will Somers",Margaret George,4.25,22571,1986.0,en-US,0,0.0,0,faible
10115,The Memoirs of Cleopatra,Margaret George,4.17,14235,1997.0,eng,0,0.0,0,faible
10155,"The Lost World (Professor Challenger, #1)",Arthur Conan Doyle,3.92,39169,1912.0,,0,0.0,0,faible
10176,Dress Your Family in Corduroy and Denim,David Sedaris,4.08,191923,2004.0,eng,0,0.0,0,faible
10210,Jane Eyre,"Charlotte Brontë, Michael Mason",4.1,1198557,1847.0,eng,0,0.0,0,faible
10222,The Far Pavilions,M.M. Kaye,4.2,33348,1978.0,en-US,0,0.0,0,faible
10235,"Mountains Beyond Mountains: The Quest of Dr. Paul Farmer, A Man Who Would Cure the World",Tracy Kidder,4.21,53019,2003.0,eng,0,0.0,0,faible
10238,The Tao of Physics: An Exploration of the Parallels between Modern Physics and Eastern Mysticism,Fritjof Capra,3.96,12576,1975.0,eng,0,0.0,0,faible
10365,Where the Red Fern Grows,Wilson Rawls,4.04,268548,1961.0,,0,0.0,0,faible
10374,Hard-Boiled Wonderland and the End of the World,"Haruki Murakami, Alfred Birnbaum",4.15,63764,1985.0,eng,0,0.0,0,faible
10395,How Soccer Explains the World,Franklin Foer,3.76,9231,2004.0,,0,0.0,0,faible
10412,He's Just Not That Into You: The No-Excuses Truth to Understanding Guys,"Greg Behrendt, Liz Tuccillo",3.65,49015,2004.0,eng,0,0.0,0,faible
10441,The Memory Keeper's Daughter,Kim Edwards,3.64,501430,2005.0,eng,0,0.0,0,faible
10444,"Ballet Shoes (Shoes, #1)","Noel Streatfeild, Diane Goode",4.06,26211,1936.0,en-US,0,0.0,0,faible
10461,Desolation Angels,"Jack Kerouac, Joyce Johnson",3.92,8861,1958.0,en-US,0,0.0,0,faible
10505,History of Beauty,"Umberto Eco, Girolamo De Michele, Alastair McEwen",3.77,33893,2004.0,eng,0,0.0,0,faible
10506,The Island of the Day Before,Umberto Eco,3.43,9723,1994.0,,0,0.0,0,faible
10507,Baudolino,"Umberto Eco, William Weaver, R.C.S. Libri",3.71,13941,2000.0,en-US,0,0.0,0,faible
10534,The Art of War,"Sun Tzu, Thomas Cleary",3.95,167332,-500.0,eng,0,0.0,0,faible
10538,The Life and Times of the Thunderbolt Kid,Bill Bryson,3.93,42680,2006.0,,0,0.0,0,faible
10541,Made in America: An Informal History of the English Language in the United States,Bill Bryson,3.89,9638,1994.0,en-US,0,0.0,0,faible
10566,Lisey's Story,Stephen King,3.65,50721,2006.0,eng,0,0.0,0,faible
10567,Cell,Stephen King,3.64,144591,2006.0,en-US,0,0.0,0,faible
10569,On Writing: A Memoir of the Craft,Stephen King,4.31,131481,1999.0,eng,0,0.0,0,faible
10572,"A Clash of Kings  (A Song of Ice and Fire, #2)",George R.R. Martin,4.4,523303,1998.0,eng,0,0.0,0,faible
10574,The Colorado Kid (Hard Case Crime #13),Stephen King,3.28,19406,2005.0,eng,0,0.0,0,faible
10577,Roadwork,"Richard Bachman, Stephen King",3.59,18479,1981.0,en-US,0,0.0,0,faible
10579,Everything's Eventual: 14 Dark Tales,Stephen King,3.94,60932,2002.0,eng,0,0.0,0,faible
10583,Pet Sematary,Stephen King,3.91,256383,1983.0,eng,0,0.0,0,faible
10584,Desperation,Stephen King,3.8,94821,1996.0,eng,0,0.0,0,faible
10585,Insomnia,"Stephen King, Bettina Blanch Tyroller",3.79,100972,1994.0,spa,0,0.0,0,faible
10588,Nightmares and Dreamscapes,Stephen King,3.9,54401,1993.0,eng,0,0.0,0,faible
10589,Bag of Bones,Stephen King,3.87,131004,1998.0,en-US,0,0.0,0,faible
10592,Carrie,Stephen King,3.93,356814,1974.0,,0,0.0,0,faible
10596,The Regulators,"Richard Bachman, Stephen King",3.63,49405,1996.0,eng,0,0.0,0,faible
10603,Cujo,Stephen King,3.65,158215,1981.0,spa,0,0.0,0,faible
10605,Thinner,"Richard Bachman, Stephen King",3.66,130219,1984.0,en-GB,0,0.0,0,faible
10607,"Black House (The Talisman, #2)","Stephen King, Peter Straub",3.99,40734,2001.0,eng,0,0.0,0,faible
10611,The Eyes of the Dragon,Stephen King,3.92,72714,1987.0,eng,0,0.0,0,faible
10614,Misery,Stephen King,4.11,334647,1987.0,en-GB,0,0.0,0,faible
10617,The Bachman Books,"Richard Bachman, Stephen King",4.1,52824,1985.0,eng,0,0.0,0,faible
10618,Apt Pupil,Stephen King,3.83,17198,1982.0,eng,0,0.0,0,faible
10619,Rose Madder,Stephen King,3.66,70921,1995.0,eng,0,0.0,0,faible
10625,Dolores Claiborne,"Stephen King, Dominique Dill",3.81,71053,1992.0,fre,0,0.0,0,faible
10628,Night Shift,"Stephen King, John D. MacDonald",3.96,104248,1978.0,en-GB,0,0.0,0,faible
10629,Christine,"Stephen King, Marie Milpois",3.72,151160,1983.0,fre,0,0.0,0,faible
10639,The Paradox of Choice: Why More Is Less,Barry Schwartz,3.84,20990,2004.0,eng,0,0.0,0,faible
10669,When Genius Failed: The Rise and Fall of Long-Term Capital Management,Roger Lowenstein,4.16,15619,2000.0,en-US,0,0.0,0,faible
10692,The Historian,Elizabeth Kostova,3.77,190473,2005.0,eng,0,0.0,0,faible
10739,The Moviegoer,Walker Percy,3.7,18655,1961.0,en-CA,0,0.0,0,faible
10765,A Year in the Merde,Stephen Clarke,3.54,10319,2004.0,en-US,0,0.0,0,faible
10775,The Garden of Eden,Ernest Hemingway,3.74,12948,1985.0,en-US,0,0.0,0,faible
10799,A Farewell to Arms,Ernest Hemingway,3.79,186613,1929.0,en-US,0,0.0,0,faible
10836,Che Guevara: A Revolutionary Life,Jon Lee Anderson,4.1,13516,1997.0,eng,0,0.0,0,faible
10847,Under the Banner of Heaven: A Story of Violent Faith,Jon Krakauer,3.98,112167,2003.0,eng,0,0.0,0,faible
10867,The Pleasure of My Company,Steve Martin,3.78,12378,2003.0,en-US,0,0.0,0,faible
10873,Shopgirl,Steve Martin,3.42,28063,2000.0,en-US,0,0.0,0,faible
10878,"The Great Shark Hunt: Strange Tales from a Strange Time (The Gonzo Papers, #1)",Hunter S. Thompson,4.07,9953,1979.0,en-US,0,0.0,0,faible
10882,Hell's Angels: A Strange and Terrible Saga,Hunter S. Thompson,4.0,27819,1966.0,fre,0,0.0,0,faible
10883,Benjamin Franklin: An American Life,Walter Isaacson,3.96,70335,2003.0,eng,0,0.0,0,faible
10884,Einstein: His Life and Universe,Walter Isaacson,4.08,71156,2007.0,eng,0,0.0,0,faible
10890,Traveling Mercies: Some Thoughts on Faith,Anne Lamott,4.15,36466,1999.0,en-CA,0,0.0,0,faible
10907,The Pursuit of Happyness,Chris Gardner,4.17,18492,2006.0,,0,0.0,0,faible
10908,Harvesting the Heart,Jodi Picoult,3.59,35064,1993.0,eng,0,0.0,0,faible
10909,The Tenth Circle,Jodi Picoult,3.48,99170,2006.0,eng,0,0.0,0,faible
10910,Mercy,Jodi Picoult,3.57,37252,1996.0,en-GB,0,0.0,0,faible
10911,Second Glance,Jodi Picoult,3.79,33486,2003.0,en-US,0,0.0,0,faible
10912,Picture Perfect,Jodi Picoult,3.52,41631,1995.0,en-GB,0,0.0,0,faible
10913,Keeping Faith,Jodi Picoult,3.79,62405,1999.0,,0,0.0,0,faible
10914,Songs of the Humpback Whale,Jodi Picoult,3.19,24756,1992.0,en-US,0,0.0,0,faible
10915,Salem Falls,Jodi Picoult,3.8,59930,2001.0,en-US,0,0.0,0,faible
10916,The Pact,Jodi Picoult,4.0,221225,1998.0,en-US,0,0.0,0,faible
10917,My Sister's Keeper,Jodi Picoult,4.06,863879,2004.0,eng,0,0.0,0,faible
10920,Cold Mountain,Charles Frazier,3.83,185979,1997.0,en-US,0,0.0,0,faible
10929,For One More Day,Mitch Albom,4.09,102193,2006.0,en-US,0,0.0,0,faible
10956,The Virgin Suicides,Jeffrey Eugenides,3.83,159249,1993.0,eng,0,0.0,0,faible
10959,Sophie's World,"Jostein Gaarder, Paulette Møller",3.88,109692,1991.0,eng,0,0.0,0,faible
10964,"Outlander (Outlander, #1)",Diana Gabaldon,4.2,515547,1991.0,eng,0,0.0,0,faible
10965,"A Breath of Snow and Ashes (Outlander, #6)",Diana Gabaldon,4.43,87098,2005.0,eng,0,0.0,0,faible
10967,"The Fiery Cross (Outlander, #5)",Diana Gabaldon,4.26,103552,2001.0,eng,0,0.0,0,faible
10975,The Sound and the Fury,William Faulkner,3.86,124665,1929.0,eng,0,0.0,0,faible
10979,Light in August,William Faulkner,3.93,42101,1932.0,en-US,0,0.0,0,faible
10987,"Voyager (Outlander, #3)",Diana Gabaldon,4.38,157395,1993.0,eng,0,0.0,0,faible
10988,"Drums of Autumn (Outlander, #4)",Diana Gabaldon,4.34,123736,1996.0,eng,0,0.0,0,faible
10990,"Lord John and the Private Matter (Lord John Grey, #1)",Diana Gabaldon,3.66,28653,2003.0,eng,0,0.0,0,faible
11003,"Eleven on Top (Stephanie Plum, #11)",Janet Evanovich,4.15,84363,2005.0,en-US,0,0.0,0,faible
11012,Dubliners,"James Joyce, Jeri Johnson",3.85,73140,1914.0,eng,0,0.0,0,faible
11031,The Flanders Panel,"Arturo Pérez-Reverte, Margaret Jull Costa",3.8,11868,1990.0,en-CA,0,0.0,0,faible
11041,Delta of Venus,Anaïs Nin,3.69,10561,1977.0,eng,0,0.0,0,faible
11077,The Sex Lives of Cannibals: Adrift in the Equatorial Pacific,J. Maarten Troost,3.87,16954,2003.0,eng,0,0.0,0,faible
11125,Digital Fortress,Dan Brown,3.6,423019,1998.0,en-GB,0,0.0,0,faible
11127,"The Chronicles of Narnia (Chronicles of Narnia, #1-7)","C.S. Lewis, Pauline Baynes",4.24,376385,1956.0,eng,0,0.0,0,faible
11138,Mere Christianity,C.S. Lewis,4.31,184759,1952.0,eng,0,0.0,0,faible
11149,The Screwtape Letters,C.S. Lewis,4.21,116277,1942.0,eng,0,0.0,0,faible
11206,In the Time of the Butterflies,Julia Alvarez,4.13,39917,1994.0,eng,0,0.0,0,faible
11208,How the García Girls Lost Their Accents,Julia Alvarez,3.62,15231,1991.0,eng,0,0.0,0,faible
11229,"The Sea, the Sea","Iris Murdoch, Mary Kinzie",3.9,10849,1978.0,eng,0,0.0,0,faible
11275,The Wind-Up Bird Chronicle,"Haruki Murakami, Jay Rubin",4.17,133408,1994.0,eng,0,0.0,0,faible
