book_id,goodreads_book_id,best_book_id,work_id,title,authors,original_publication_year,catalog_average_rating,catalog_ratings_count,work_ratings_count,work_text_reviews_count,spark_ratings_count,spark_distinct_users_count,spark_average_rating,spark_to_read_count,spark_to_read_users_count,spark_popularity_score
64960,"",64960,1572345,The Face of Fear,"Brian Coffey, Dean Koontz",1977.0,3.8,13345,13739,196,0,0,0.0,0,0,0.0
267972,"",267972,259783,Wait Till Helen Comes,Mary Downing Hahn,1986.0,4.14,13629,15444,1757,0,0,0.0,0,0,0.0
138399,"",138399,13328488,"The Walking Dead, Book Two (The Walking Dead #13-24)","Robert Kirkman, Charlie Adlard",2005.0,4.35,12650,12957,514,0,0,0.0,0,0,0.0
175113,"",175113,169164,The Return of the Prodigal Son: A Story of Homecoming,Henri J.M. Nouwen,1991.0,4.38,10802,12111,684,0,0,0.0,0,0,0.0
162086,"",162086,156439,Such a Pretty Girl,Laura Wiess,2007.0,3.89,13445,13787,1100,0,0,0.0,0,0,0.0
18340482,"",18340482,25894056,"Until Trevor (Until, #2)",Aurora Rose Reynolds,2013.0,4.2,22493,25543,1474,0,0,0.0,0,0,0.0
25337081,"",25337081,45073734,"Brotherhood in Death (In Death, #42)",J.D. Robb,2016.0,4.35,9041,15189,1466,0,0,0.0,0,0,0.0
44796,"",44796,2095270,The Moon and Sixpence,W. Somerset Maugham,1919.0,4.11,10074,13062,825,0,0,0.0,0,0,0.0
13184992,"",13184992,18365634,"Rock Chick Regret (Rock Chick, #7)",Kristen Ashley,2011.0,4.55,24846,25050,1343,0,0,0.0,0,0,0.0
478657,"",478657,1791813,"Undead and Unreturnable (Undead, #4)",MaryJanice Davidson,2005.0,3.89,18700,20072,531,0,0,0.0,0,0,0.0
12923,"",12923,46432,The Castle of Otranto,Horace Walpole,1764.0,3.18,12921,16081,1293,0,0,0.0,0,0,0.0
23503361,"",23503361,43085307,Among the Ten Thousand Things,Julia Pierpont,2015.0,2.84,8458,9713,1317,0,0,0.0,0,0,0.0
176326,"",176326,654751,"The Problem Child (The Sisters Grimm, #3)","Michael Buckley, Peter Ferguson",2006.0,4.27,15353,16131,576,0,0,0.0,0,0,0.0
7879278,"",7879278,11075036,"Waterfall (River of Time, #1)",Lisa Tawn Bergren,2011.0,4.04,15884,17028,1887,0,0,0.0,0,0,0.0
20890479,"",20890479,39861474,"The Love Song of Miss Queenie Hennessy (Harold Fry, #2)",Rachel Joyce,2014.0,4.04,10730,14102,2450,0,0,0.0,0,0,0.0
4765642,"",4765642,4830448,Stay Hungry Stay Foolish,Rashmi Bansal,2008.0,3.62,8598,8992,295,0,0,0.0,0,0,0.0
17934521,"",17934521,25206775,Shotgun Lovesongs,Nickolas Butler,2014.0,3.78,9878,11717,1891,0,0,0.0,0,0,0.0
56913,"",56913,55442,Barefoot in Paris,"Ina Garten, Quentin Bacon",2004.0,4.19,11128,11200,129,0,0,0.0,0,0,0.0
16056862,"",16056862,21842751,"The Unwanted Wife (Unwanted, #1)",Natasha Anders,2012.0,3.94,17458,19673,1578,0,0,0.0,0,0,0.0
31175,"",31175,2685446,The Professor,Charlotte Brontë,1857.0,3.56,12140,13993,675,0,0,0.0,0,0,0.0
9815702,"",9815702,14706158,"Drink Deep (Chicagoland Vampires, #5)",Chloe Neill,2011.0,4.12,21860,23698,1728,0,0,0.0,0,0,0.0
419103,"",419103,272557,"Sin City, Vol. 3: The Big Fat Kill (Sin City, #3)",Frank Miller,1994.0,4.1,12625,13656,270,0,0,0.0,0,0,0.0
392217,"",392217,1434181,"Hornet's Nest (Andy Brazil, #1)",Patricia Cornwell,1996.0,3.28,12973,13552,349,0,0,0.0,0,0,0.0
7993566,"",7993566,12482174,Colonel Roosevelt,Edmund Morris,2010.0,4.1,12745,13186,497,0,0,0.0,0,0,0.0
85989,"",85989,2668285,"Princess on the Brink (The Princess Diaries, #8)",Meg Cabot,2006.0,3.7,17654,19366,567,0,0,0.0,0,0,0.0
17934385,"",17934385,25142244,Tempting Fate,Jane Green,2014.0,3.59,9882,12253,1435,0,0,0.0,0,0,0.0
45974,"",45974,983806,The Book of Disquiet,"Fernando Pessoa, Richard Zenith",1913.0,4.5,9115,13132,1159,0,0,0.0,0,0,0.0
158988,"",158988,153455,"Fables, Vol. 9: Sons of Empire","Bill Willingham, Mark Buckingham, Steve Leialoha, Andrew Pepoy, Gene Ha, Joshua Middleton, Iñaki Miranda, Mike Allred",2007.0,4.24,15232,15419,399,0,0,0.0,0,0,0.0
23299512,"",23299512,42855493,"This Savage Song (Monsters of Verity, #1)",Victoria Schwab,2016.0,4.14,17210,22459,5057,0,0,0.0,0,0,0.0
16076,"",16076,23893547,The Awakening and Selected Stories,"Kate Chopin, Cynthia Brantley Johnson, Alyssa  Harad",1899.0,3.84,8505,14092,618,0,0,0.0,0,0,0.0
825473,"",825473,811223,The Devil's Alternative,Frederick Forsyth,1979.0,4.0,9927,10636,151,0,0,0.0,0,0,0.0
11821514,"",11821514,627927,Long Time Coming,Edie Claire,2003.0,3.77,9327,12670,848,0,0,0.0,0,0,0.0
33906,"",33906,2420507,Story of a Girl,Sara Zarr,2007.0,3.67,14282,15064,1608,0,0,0.0,0,0,0.0
504369,"",504369,1695604,"Field of Dishonor (Honor Harrington, #4)",David Weber,1994.0,4.19,13157,14609,299,0,0,0.0,0,0,0.0
22027055,"",22027055,39938149,One Lavender Ribbon,Heather Burch,2014.0,3.78,9175,12054,1014,0,0,0.0,0,0,0.0
78629,"",78629,75922,Tortured for Christ N/E,Richard Wurmbrand,1940.0,4.34,9622,10292,389,0,0,0.0,0,0,0.0
30636,"",30636,2682328,Miracles,C.S. Lewis,1947.0,4.08,10821,11594,456,0,0,0.0,0,0,0.0
16396,"",9515964,2817794,"The Inimitable Jeeves (Jeeves, #2)",P.G. Wodehouse,1923.0,4.26,7376,14210,811,0,0,0.0,0,0,0.0
6045456,"",6045456,6221043,"The Secret Speech (Leo Demidov, #2)",Tom Rob Smith,2009.0,3.78,9880,12967,1238,0,0,0.0,0,0,0.0
7683254,"",7683254,10330042,"Monster Hunter Vendetta (Monster Hunter International, #2)",Larry Correia,2010.0,4.24,12109,13379,584,0,0,0.0,0,0,0.0
41958,"",41958,41459,Nights of Rain and Stars,Maeve Binchy,2004.0,3.67,12365,14137,1015,0,0,0.0,0,0,0.0
12546674,"",12546674,17533854,"Wife by Wednesday (The Weekday Brides, #1)",Catherine Bybee,2011.0,3.77,10586,16368,1174,0,0,0.0,0,0,0.0
21473305,"",21473305,36292766,"Dominic (Slater Brothers, #1)",L.A. Casey,2014.0,4.08,19434,20084,1692,0,0,0.0,0,0,0.0
13061,"",13061,308671,Stormy Weather,Carl Hiaasen,1995.0,3.94,11452,12735,698,0,0,0.0,0,0,0.0
10108463,"",10108463,15005760,The Devil All the Time,Donald Ray Pollock,2011.0,4.09,9620,11252,1703,0,0,0.0,0,0,0.0
25852784,"",25852784,45720714,Evicted: Poverty and Profit in the American City,Matthew Desmond,2016.0,4.48,15165,17326,3019,0,0,0.0,0,0,0.0
112322,"",112322,1629732,Saint Maybe,Anne Tyler,1991.0,3.88,13134,13968,612,0,0,0.0,0,0,0.0
541341,"",541341,528702,Deep and Dark and Dangerous (A Ghost Story),Mary Downing Hahn,2007.0,4.22,12839,13605,1649,0,0,0.0,0,0,0.0
12926132,"",12926132,18081677,"Palace of Stone (Princess Academy, #2)",Shannon Hale,2012.0,3.95,16023,16889,2173,0,0,0.0,0,0,0.0
22725443,"",22725443,41246261,Hausfrau,Jill Alexander Essbaum,2015.0,3.24,9949,11842,2270,0,0,0.0,0,0,0.0
21414439,"",21414439,40715259,"Truthwitch (The Witchlands, #1)",Susan Dennard,2016.0,3.93,17752,20666,4273,0,0,0.0,0,0,0.0
13528417,"",13528417,18468023,Tigers in Red Weather,Liza Klaussmann,2012.0,3.42,10800,12882,1781,0,0,0.0,0,0,0.0
52872,"",52872,1094776,Flight,Sherman Alexie,2007.0,3.89,12016,12429,1894,0,0,0.0,0,0,0.0
21518679,"",25170969,25365963,"Cage (Corps Security, #2)",Harper Sloan,2013.0,4.29,7591,24732,1901,0,0,0.0,0,0,0.0
104737,"",104737,1039296,"A Monstrous Regiment of Women (Mary Russell, #2)",Laurie R. King,1995.0,4.04,15363,18005,1397,0,0,0.0,0,0,0.0
252999,"",252999,1847372,"Dark Legend (Dark, #8)",Christine Feehan,2002.0,4.33,16196,17255,312,0,0,0.0,0,0,0.0
6506307,"",6506307,6697901,"Blackout (All Clear, #1)",Connie Willis,2010.0,3.83,14665,16704,2723,0,0,0.0,0,0,0.0
5607622,"",11512161,5778998,قمر على سمرقند,"محمد المنسي قنديل, Mohamed Mansi Qandil",2004.0,3.9,5070,9977,1644,0,0,0.0,0,0,0.0
7831742,"",7831742,10897116,"The Lost Saint (The Dark Divine, #2)",Bree Despain,2010.0,4.04,15328,15712,1006,0,0,0.0,0,0,0.0
18323154,"",18323154,25843086,المرحوم,حسن كمال,2013.0,3.51,8937,9020,1250,0,0,0.0,0,0,0.0
30125,"",30125,19157021,The Missing Piece Meets the Big O,Shel Silverstein,1981.0,4.32,9056,10135,458,0,0,0.0,0,0,0.0
77477,"",77477,1121880,Blessings,Anna Quindlen,2002.0,3.56,12480,13787,1304,0,0,0.0,0,0,0.0
11237412,"",11237412,16163583,"Six's Legacy (Lorien Legacies: The Lost Files, #1)",Pittacus Lore,2011.0,4.08,13853,14442,551,0,0,0.0,0,0,0.0
25773504,"",25773504,45622200,Most Wanted,Lisa Scottoline,2016.0,3.56,10007,12358,1657,0,0,0.0,0,0,0.0
60471,"",60471,58832,Coming Home,Rosamunde Pilcher,1995.0,4.27,11355,13172,714,0,0,0.0,0,0,0.0
15793231,"",15793231,18670766,If You Find Me,Emily Murdoch,2013.0,4.06,13683,15455,2662,0,0,0.0,0,0,0.0
125502,"",125502,1309881,What I Loved,Siri Hustvedt,2002.0,4.02,9974,11472,988,0,0,0.0,0,0,0.0
92846,"",92846,2990120,"Antrax (Voyage of the Jerle Shannara, #2)",Terry Brooks,2001.0,3.94,12947,13617,155,0,0,0.0,0,0,0.0
7521400,"",7521400,9742847,This Time Together: Laughter and Reflection,Carol Burnett,2010.0,4.05,10609,12334,1406,0,0,0.0,0,0,0.0
401876,"",401876,1596107,The House of God,"Samuel Shem, John Updike",1978.0,3.95,8812,10364,790,0,0,0.0,0,0,0.0
23507745,"",23507745,43111795,"Serafina and the Black Cloak (Serafina, #1)",Robert  Beatty,2015.0,3.9,12256,14112,2402,0,0,0.0,0,0,0.0
142545,"",142545,301685,"The Stone Monkey (Lincoln Rhyme, #4)",Jeffery Deaver,2002.0,3.94,11769,13676,450,0,0,0.0,0,0,0.0
2073686,"",2073686,2078934,"Tales From the Hood (The Sisters Grimm, #6)","Michael Buckley, Peter Ferguson",2008.0,4.29,15020,15534,415,0,0,0.0,0,0,0.0
22886868,"",22886868,42456608,"The Shepherd's Crown (Discworld, #41; Tiffany Aching, #5)",Terry Pratchett,2015.0,4.34,9134,13799,2099,0,0,0.0,0,0,0.0
11387392,"",11387392,10965894,The Catastrophic History of You and Me,Jess Rothenberg,2012.0,4.04,12890,14184,1965,0,0,0.0,0,0,0.0
1211904,"",1211904,1200294,"Leven Thumps and the Eyes of the Want (Leven Thumps, #3)",Obert Skye,2007.0,3.97,11192,11530,334,0,0,0.0,0,0,0.0
29925715,"",29920081,50301699,The Sister,Louise Jensen,2016.0,3.77,11603,21116,1214,0,0,0.0,0,0,0.0
301023,"",301023,292090,"ttyl (Internet Girls, #1)",Lauren Myracle,2004.0,3.46,14505,14790,1824,0,0,0.0,0,0,0.0
1296415,"",1296415,1685291,Mouse Paint,Ellen Stoll Walsh,1989.0,4.15,12839,13155,439,0,0,0.0,0,0,0.0
18655937,"",18655937,26470551,"Nash (Marked Men, #4)",Jay Crownover,2014.0,4.21,21213,23938,1986,0,0,0.0,0,0,0.0
46917,"",46917,864749,Rabbit Redux (Rabbit Angstrom #2),John Updike,1971.0,3.79,11051,11727,604,0,0,0.0,0,0,0.0
22571612,"",22571612,41907960,"Crash & Burn (Tessa Leoni, #3)",Lisa Gardner,2015.0,4.0,8644,12071,1371,0,0,0.0,0,0,0.0
13546173,"",13546173,19111271,"The Assassin and the Underworld (Throne of Glass, #0.4)",Sarah J. Maas,2012.0,4.37,17008,17850,1014,0,0,0.0,0,0,0.0
15723286,"",15723286,21398040,"Curtsies & Conspiracies (Finishing School, #2)",Gail Carriger,2013.0,4.11,15078,18011,2041,0,0,0.0,0,0,0.0
385255,"",385255,909535,"Random Family: Love, Drugs, Trouble, and Coming of Age in the Bronx",Adrian Nicole LeBlanc,2003.0,4.23,9053,9581,1261,0,0,0.0,0,0,0.0
25176,"",25176,3114345,"The Man With a Load of Mischief (Richard Jury, #1)",Martha Grimes,1981.0,4.01,11947,12431,385,0,0,0.0,0,0,0.0
109499,"",109499,105521,Lies Women Believe: And the Truth that Sets Them Free,"Nancy Leigh DeMoss, Elisabeth Elliot",2000.0,4.1,9714,9833,297,0,0,0.0,0,0,0.0
95659,"",95659,253904,"Invasion of the Boy Snatchers (The Clique, #4)",Lisi Harrison,2005.0,3.79,13093,13343,586,0,0,0.0,0,0,0.0
294613,"",294613,1221276,Little Bear's Friend,"Else Holmelund Minarik, Maurice Sendak",1960.0,4.3,12446,12504,73,0,0,0.0,0,0,0.0
18889,"",18889,1579084,"Lady of Avalon (Avalon, #3)","Marion Zimmer Bradley, Diana L. Paxson",1996.0,3.88,12663,14297,261,0,0,0.0,0,0,0.0
829313,"",829313,120812,Miles: The Autobiography,"Miles Davis, Quincy Troupe",1989.0,4.18,8827,9244,490,0,0,0.0,0,0,0.0
22431039,"",22431039,41852426,"Beautiful Secret (Beautiful Bastard, #4)",Christina Lauren,2015.0,4.13,17215,19915,1699,0,0,0.0,0,0,0.0
17707654,"",17707654,24757101,"Dust (Kay Scarpetta, #21)",Patricia Cornwell,2013.0,3.53,9402,13154,1467,0,0,0.0,0,0,0.0
40313,"",40313,1268433,Full Tilt (Full #2),"Janet Evanovich, Charlotte Hughes",2002.0,3.7,14923,15433,319,0,0,0.0,0,0,0.0
760205,"",760205,575600,There's a Nightmare in My Closet,Mercer Mayer,1968.0,4.22,13413,13605,258,0,0,0.0,0,0,0.0
760110,"",760110,863900,"Jedi Search (Star Wars: The Jedi Academy Trilogy, #1)",Kevin J. Anderson,1994.0,3.64,12686,13060,233,0,0,0.0,0,0,0.0
893731,"",893731,1807862,Big Trouble,Dave Barry,1999.0,3.81,10954,11621,646,0,0,0.0,0,0,0.0
17877,"",17877,320469,The House of the Dead,"Fyodor Dostoyevsky, Ergin Altay",1861.0,4.03,8354,12384,804,0,0,0.0,0,0,0.0
342667,"",342667,333021,"A Total Waste of Makeup (Charlize Edwards, #1)",Kim Gruenenfelder,2005.0,3.69,10464,10848,435,0,0,0.0,0,0,0.0
1045757,"",1045757,1032183,"Once (Once, #1)",Morris Gleitzman,2005.0,4.2,11045,12342,1403,0,0,0.0,0,0,0.0
31493,"",31493,31735,"Standing in the Rainbow (Elmwood Springs, #2)",Fannie Flagg,1998.0,4.02,11856,12872,884,0,0,0.0,0,0,0.0
4609710,"",4609710,4659599,"Knit Two (Friday Night Knitting Club, #2)",Kate Jacobs,2007.0,3.47,11843,13930,1613,0,0,0.0,0,0,0.0
11446,"",11446,1038760,"Will You Please Be Quiet, Please?",Raymond Carver,1976.0,4.29,8568,10505,540,0,0,0.0,0,0,0.0
18079757,"",18079757,25387053,"Concealed in Death (In Death, #38)",J.D. Robb,2014.0,4.25,10444,14867,1180,0,0,0.0,0,0,0.0
131830,"",131830,1069520,"Women's Bodies, Women's Wisdom: Creating Physical and Emotional Health and Healing",Christiane Northrup,1994.0,4.32,9867,10692,308,0,0,0.0,0,0,0.0
24961531,"",24961531,43062786,The Color of Secrets,Lindsay Ashford,2015.0,3.85,9477,9545,623,0,0,0.0,0,0,0.0
27423283,"",27423283,22275596,The Moonlit Garden,"Corina Bomann, Alison Layland",2013.0,3.74,10944,11367,874,0,0,0.0,0,0,0.0
349929,"",349929,2369306,Passing,"Nella Larsen, Ntozake Shange, Thadious M. Davis",1929.0,3.8,10544,12372,844,0,0,0.0,0,0,0.0
95602,"",95602,920037,Mark of the Lion Trilogy,Francine Rivers,1993.0,4.76,9081,9547,731,0,0,0.0,0,0,0.0
16333,"",16333,1444048,"At Bertram's Hotel (Miss Marple, #11)",Agatha Christie,1965.0,3.7,14221,17292,795,0,0,0.0,0,0,0.0
269795,"",269795,963859,The Commitments,Roddy Doyle,1987.0,3.95,11215,12070,403,0,0,0.0,0,0,0.0
6691426,"",6691426,6886872,"Angelology (Angelology, #1)",Danielle Trussoni,2010.0,3.41,12377,14808,2352,0,0,0.0,0,0,0.0
47780,"",47780,1262306,Hunting and Gathering,"Anna Gavalda, Alison Anderson",2004.0,4.1,7318,12882,1078,0,0,0.0,0,0,0.0
47304,"",47304,941815,The Freedom Writers Diary,"Erin Gruwell, Zlata Filipović, The Freedom Writers",1999.0,4.09,10567,12078,1437,0,0,0.0,0,0,0.0
8281069,"",8281069,13129392,The Unofficial Harry Potter Cookbook: From Cauldron Cakes to Knickerbocker Glory--More Than 150 Magical Recipes for Wizards and Non-Wizards Alike (Unofficial Cookbook),Dinah Bucholz,2010.0,4.1,10643,11111,268,0,0,0.0,0,0,0.0
149621,"",149621,876040,Ice Station Zebra,Alistair MacLean,1963.0,3.95,12689,13174,197,0,0,0.0,0,0,0.0
21795430,"",21795430,41048988,"Promised (One Night, #1)",Jodi Ellen Malpas,2014.0,4.14,16727,20224,1967,0,0,0.0,0,0,0.0
331701,"",331701,1986645,Stone Soup,Jon J. Muth,2003.0,4.15,12956,13003,500,0,0,0.0,0,0,0.0
61915,"",61915,2277408,"Falling Free (Vorkosigan Saga, #4)",Lois McMaster Bujold,1987.0,3.82,12258,13812,495,0,0,0.0,0,0,0.0
18110808,"",18110808,25435355,"Fallen Crest Public (Fallen Crest High, #3)",Tijan,2013.0,4.47,15319,17978,1029,0,0,0.0,0,0,0.0
292740,"",292740,2457130,Sleepers,Lorenzo Carcaterra,1995.0,4.18,9560,10772,553,0,0,0.0,0,0,0.0
6457229,"",6457229,6647553,"The Monstrumologist (The Monstrumologist, #1)",Rick Yancey,2009.0,3.89,12547,14734,2388,0,0,0.0,0,0,0.0
12063467,"",12063467,17030827,"Fury (New Species, #1)",Laurann Dohner,2011.0,4.18,18050,19813,1246,0,0,0.0,0,0,0.0
10378106,"",10378106,15281561,"Never Love a Highlander (McCabe Trilogy, #3)",Maya Banks,2011.0,4.25,17359,18777,1051,0,0,0.0,0,0,0.0
1421046,"",1421046,6317556,Supernova: Petir,Dee Lestari,2004.0,3.85,7068,7437,626,0,0,0.0,0,0,0.0
25877663,"",25877663,45754030,"Babylon's Ashes (The Expanse, #6)",James S.A. Corey,2016.0,4.18,8397,13450,1073,0,0,0.0,0,0,0.0
15762975,"",15762975,21464713,"Wrong Bed, Right Guy (Come Undone, #1)",Katee Robert,2012.0,3.77,17710,18475,962,0,0,0.0,0,0,0.0
6389257,"",6389257,6577554,The Death of Bunny Munro,Nick Cave,2009.0,3.43,9096,10858,817,0,0,0.0,0,0,0.0
7199667,"",7199667,7867989,"Princess of Glass (The Princesses of Westfalin Trilogy, #2)",Jessica Day George,2010.0,4.03,17052,17729,1669,0,0,0.0,0,0,0.0
581125,"",581125,63086,The Minority Report,Philip K. Dick,1956.0,3.82,12245,13408,599,0,0,0.0,0,0,0.0
10439703,"",10439703,15344305,"Aloha from Hell (Sandman Slim, #3)",Richard Kadrey,2011.0,4.01,10713,12770,569,0,0,0.0,0,0,0.0
122781,"",122781,806366,A Walk Across America,Peter Jenkins,1979.0,4.02,9218,9558,544,0,0,0.0,0,0,0.0
9553503,"",9553503,14621064,"Angel Fire (Angel, #2)",L.A. Weatherly,2011.0,4.06,13765,14909,852,0,0,0.0,0,0,0.0
59882,"",59882,1429972,Accident,Danielle Steel,1994.0,3.93,10301,11123,301,0,0,0.0,0,0,0.0
17707603,"",17707603,24757132,George Washington's Secret Six: The Spy Ring That Saved the American Revolution,"Brian Kilmeade, Don Yaeger",2013.0,3.77,8428,10781,1384,0,0,0.0,0,0,0.0
43841,"",43841,6417933,"When Christ and His Saints Slept  (Henry II & Eleanor of Aquitaine, #1)",Sharon Kay Penman,1994.0,4.27,10761,11624,665,0,0,0.0,0,0,0.0
9065265,"",9065265,13943349,"Retribution (Dark-Hunter, #19)",Sherrilyn Kenyon,2011.0,4.12,15771,18022,1097,0,0,0.0,0,0,0.0
23960,"",23960,24880,Glue,Irvine Welsh,2001.0,3.84,9184,10153,241,0,0,0.0,0,0,0.0
18161265,"",18161265,25521824,How to Fall in Love,Cecelia Ahern,2014.0,4.02,9486,13026,1369,0,0,0.0,0,0,0.0
85321,"",85321,530174,The Tenth Justice,Brad Meltzer,1997.0,3.97,10037,10768,385,0,0,0.0,0,0,0.0
228198,"",228198,9813531,"The Green Mile, Part 3: Coffey's Hands",Stephen King,1996.0,4.5,12232,12698,141,0,0,0.0,0,0,0.0
20886354,"",20886354,40227944,"Skin Deep (Legion, #2)","Brandon Sanderson, Jon Foster",2014.0,4.11,8317,11210,950,0,0,0.0,0,0,0.0
54120,"",54120,895682,The Double,"José Saramago, Margaret Jull Costa",2002.0,3.84,6430,10099,799,0,0,0.0,0,0,0.0
1105093,"",1105093,205014,Braveheart,Randall Wallace,1995.0,4.19,10729,10837,76,0,0,0.0,0,0,0.0
15549,"",15549,1112930,"Armageddon's Children (Genesis of Shannara, #1)",Terry Brooks,2006.0,4.09,11107,12790,623,0,0,0.0,0,0,0.0
13115995,"",13115995,18289996,"Everbound (Everneath, #2)",Brodi Ashton,2013.0,4.06,15865,16560,1678,0,0,0.0,0,0,0.0
9722217,"",9722217,14610992,رغم الفراق,نور عبدالمجيد,2012.0,3.97,7822,7845,1198,0,0,0.0,0,0,0.0
25866725,"",25866725,44874884,Broken Grace,E.C. Diskin,2015.0,3.92,10020,10265,613,0,0,0.0,0,0,0.0
7894870,"",7894870,10011055,Bone: Tall Tales,"Jeff Smith, Thomas E. Sniegoski, Steve Hamaker",2010.0,4.38,9084,9151,151,0,0,0.0,0,0,0.0
820394,"",820394,2444564,"The Interpretation of Murder (Freud, #1)",Jed Rubenfeld,2006.0,3.51,9781,10909,1143,0,0,0.0,0,0,0.0
45369,"",45369,2270654,Arthur & George,Julian Barnes,2005.0,3.7,10131,12297,1291,0,0,0.0,0,0,0.0
15902792,"",15902792,21653636,"Still Foolin' 'Em: Where I've Been, Where I'm Going, and Where the Hell Are My Keys",Billy Crystal,2013.0,3.89,8225,10271,1699,0,0,0.0,0,0,0.0
13237327,"",13237327,18435172,"The Magic (The Secret, #3)",Rhonda Byrne,2012.0,4.14,8066,9540,597,0,0,0.0,0,0,0.0
3015764,"",3015764,3046305,Indignation,Philip Roth,2008.0,3.69,8585,10831,1191,0,0,0.0,0,0,0.0
4800764,"",4800764,4865877,"Sweet Persuasion (Sweet, #2)",Maya Banks,2009.0,4.09,16437,17668,671,0,0,0.0,0,0,0.0
313267,"",313267,3140586,"Dark Destiny (Dark, #13)",Christine Feehan,2004.0,4.29,14613,15410,236,0,0,0.0,0,0,0.0
52367,"",52367,1385264,"Batman: The Dark Knight Strikes Again (The Dark Knight Saga, #2)","Frank Miller, Lynn Varley",2001.0,3.21,11065,11603,641,0,0,0.0,0,0,0.0
827497,"",827497,813221,One Flew Over the Cuckoo's Nest,Dale Wasserman,1970.0,4.28,11142,11181,90,0,0,0.0,0,0,0.0
51715,"",51715,882883,Mythologies,"Roland Barthes, Annette Lavers",1957.0,4.11,9325,10470,373,0,0,0.0,0,0,0.0
125959,"",125959,681577,"Saint (Paradise, #2)",Ted Dekker,2006.0,4.04,10594,10881,373,0,0,0.0,0,0,0.0
359461,"",359461,349583,The Guardian (O'Malley #2),Dee Henderson,2001.0,4.4,11474,12163,348,0,0,0.0,0,0,0.0
28262024,"",28262024,48302181,"The Goal (Off-Campus, #4)",Elle Kennedy,2016.0,4.05,14560,17981,2126,0,0,0.0,0,0,0.0
659546,"",659546,3057249,Promise Not to Tell,Jennifer McMahon,2007.0,3.62,11775,12785,1478,0,0,0.0,0,0,0.0
10790376,"",10790376,15702658,"A Modern Witch (A Modern Witch, #1)",Debora Geary,2011.0,3.73,11264,11475,1018,0,0,0.0,0,0,0.0
56466,"",56466,55027,The Traveler's Gift: Seven Decisions that Determine Personal Success,Andy Andrews,2002.0,4.1,8055,9715,1330,0,0,0.0,0,0,0.0
91017,"",91017,87825,Rubicon: The Last Years of the Roman Republic,Tom Holland,2003.0,4.17,9224,10596,652,0,0,0.0,0,0,0.0
107781,"",107781,2643640,"The Gift (Crown's Spies, #3)",Julie Garwood,1991.0,4.17,13977,15027,420,0,0,0.0,0,0,0.0
10295484,"",10295484,15197369,Heart on a Chain,Cindy C. Bennett,2010.0,4.04,16007,16339,1003,0,0,0.0,0,0,0.0
106124,"",106124,1851224,"The Dragonslayer (Bone, #4)","Jeff Smith, Steve Hamaker",1997.0,4.33,11044,11356,416,0,0,0.0,0,0,0.0
24961498,"",24961498,22004557,"The Midwife's Revolt (The Midwife Series, #1)",Jodi Daynard,2012.0,3.97,8780,9248,827,0,0,0.0,0,0,0.0
457457,"",457457,1461285,Fine Things,Danielle Steel,1987.0,3.92,10519,10903,204,0,0,0.0,0,0,0.0
61974,"",61974,339591,"Nerilka's Story (Pern, #8)",Anne McCaffrey,1986.0,3.78,12936,14399,195,0,0,0.0,0,0,0.0
429024,"",429024,5246858,The Old Curiosity Shop,"Charles Dickens, Norman Page",1840.0,3.75,11092,13299,792,0,0,0.0,0,0,0.0
73860,"",73860,71457,Dibs in Search of Self,Virginia M. Axline,1964.0,4.13,8905,9218,341,0,0,0.0,0,0,0.0
65113,"",65113,2393728,A Series of Unfortunate Events Box: The Complete Wreck (Books 1-13),"Lemony Snicket, Brett Helquist",2006.0,4.28,11240,11806,911,0,0,0.0,0,0,0.0
105920,"",105920,102101,"Ultimate Spider-Man, Volume 1: Power and Responsibility","Brian Michael Bendis, Mark Bagley",2001.0,4.06,10462,10929,268,0,0,0.0,0,0,0.0
280125,"",280125,2347015,"The Orc King (Forgotten Realms: Transitions, #1; Legend of Drizzt, #17)",R.A. Salvatore,2007.0,4.11,9012,10187,190,0,0,0.0,0,0,0.0
127567,"",127567,1104950,"The Dolphins of Pern (Pern, #13)",Anne McCaffrey,1994.0,3.94,12938,14529,197,0,0,0.0,0,0,0.0
77866,"",77866,2237564,Any Human Heart,William  Boyd,2002.0,4.26,8365,10207,1045,0,0,0.0,0,0,0.0
1838166,"",1838166,3328784,"The Penderwicks on Gardam Street (The Penderwicks, #2)",Jeanne Birdsall,2008.0,4.23,13423,14067,1392,0,0,0.0,0,0,0.0
13056511,"",13056511,14240586,"Heaven (Halo, #3)",Alexandra Adornetto,2012.0,3.91,14520,15135,1122,0,0,0.0,0,0,0.0
25347,"",25347,2926176,"Out of Egypt (Christ the Lord, #1)",Anne Rice,2005.0,3.56,10729,12263,1176,0,0,0.0,0,0,0.0
6054190,"",6054190,6229996,Dune Road,Jane Green,0.0,3.41,10608,11508,843,0,0,0.0,0,0,0.0
3692151,"",3692151,3735626,شكلها باظت,عمر طاهر,2003.0,3.52,8257,8257,482,0,0,0.0,0,0,0.0
5750628,"",5750628,3565583,"Johannes Cabal the Necromancer (Johannes Cabal, #1)",Jonathan L. Howard,2009.0,3.94,10603,12391,1315,0,0,0.0,0,0,0.0
77739,"",77739,4363,"Honor Among Enemies (Honor Harrington, #6)",David Weber,1996.0,4.24,12506,13494,205,0,0,0.0,0,0,0.0
30839185,"",30839185,51437887,"Vicious (Sinners of Saint, #1)",L.J. Shen,2016.0,4.25,15460,15482,2179,0,0,0.0,0,0,0.0
