book_id,title,authors,publication_year,language_code,average_rating,ratings_count,work_ratings_count,global_popularity_score,global_popularity_level,to_read_count,tag_count,local_loan_count,local_active_loan_count,local_late_count,demand_score,recommended_stock,quantity,available_quantity,top_tags_json
2136,The Jane Austen Book Club,Karen Joy Fowler,2004,en-US,3.07,53128,56833,24519.78112354952,moyenne,120,100,0,0,0,24519.78112354952,2,0,0,"[""to-read"", ""fiction"", ""chick-lit"", ""currently-reading"", ""books-i-own"", ""romance"", ""book-club"", ""contemporary""]"
2137,The Children Act,Ian McEwan,2014,eng,3.68,33100,43775,23974.1545461779,faible,169,100,0,0,0,23974.1545461779,2,0,0,"[""fiction"", ""to-read"", ""book-club"", ""contemporary"", ""literary-fiction"", ""contemporary-fiction"", ""read-in-2015"", ""favorites""]"
2138,"Sizzling Sixteen (Stephanie Plum, #16)",Janet Evanovich,2009,eng,3.93,55685,63664,24464.846901982222,moyenne,67,100,0,0,0,24464.846901982222,2,0,0,"[""to-read"", ""mystery"", ""janet-evanovich"", ""fiction"", ""currently-reading"", ""humor"", ""series"", ""stephanie-plum""]"
2139,Elon Musk: Inventing the Future,Ashlee Vance,2015,eng,4.25,55606,76605,24718.14571746131,moyenne,78,100,0,0,0,24718.14571746131,2,0,0,"[""to-read"", ""biography"", ""non-fiction"", ""currently-reading"", ""business"", ""biographies"", ""favorites"", ""science""]"
2140,"Caliban's War (The Expanse, #2)",James S.A. Corey,2012,eng,4.28,39138,49441,23881.74731738508,faible,68,100,0,0,0,23881.74731738508,2,0,0,"[""currently-reading"", ""to-read"", ""science-fiction"", ""sci-fi"", ""fiction"", ""space-opera"", ""scifi"", ""favorites""]"
2141,"Barely Breathing (Breathing, #2)",Rebecca Donovan,2012,eng,4.33,53483,61085,24308.087799631805,faible,53,100,0,0,0,24308.087799631805,2,0,0,"[""to-read"", ""favorites"", ""currently-reading"", ""romance"", ""young-adult"", ""series"", ""new-adult"", ""ya""]"
2142,The Iliad/The Odyssey,"Homer, Robert Fagles, Bernard Knox",-762,eng,4.03,47825,51098,23991.751766386184,faible,52,100,0,0,0,23991.751766386184,2,0,0,"[""classics"", ""fiction"", ""poetry"", ""favorites"", ""classic"", ""owned"", ""mythology"", ""books-i-own""]"
2143,Kingdom Come,"Mark Waid, Alex Ross, Elliot S. Maggin",1996,eng,4.24,43036,45308,23636.5681846173,faible,38,100,0,0,0,23636.5681846173,2,0,0,"[""to-read"", ""comics"", ""graphic-novels"", ""graphic-novel"", ""favorites"", ""dc"", ""currently-reading"", ""còmics""]"
2144,Papillon,Henri Charrière,1969,,4.23,39073,43357,23908.082036711086,faible,90,100,0,0,0,23908.082036711086,2,0,0,"[""currently-reading"", ""non-fiction"", ""fiction"", ""biography"", ""adventure"", ""memoir"", ""nonfiction"", ""owned""]"
2145,Tipping the Velvet,Sarah Waters,1998,eng,4.0,36560,45239,23886.459490168025,faible,99,100,0,0,0,23886.459490168025,2,0,0,"[""to-read"", ""historical-fiction"", ""fiction"", ""currently-reading"", ""lgbt"", ""favorites"", ""historical"", ""romance""]"
2146,"The Wishing Spell (The Land of Stories, #1)","Chris Colfer, Brandon Dorman",2012,eng,4.21,51752,55183,24371.84120203246,faible,79,100,0,0,0,24371.84120203246,2,0,0,"[""to-read"", ""middle-grade"", ""books-i-own"", ""fantasy"", ""currently-reading"", ""childrens"", ""young-adult"", ""series""]"
2147,The 19th Wife,David Ebershoff,2008,en-US,3.63,44921,50034,24156.77604510405,faible,95,100,0,0,0,24156.77604510405,2,0,0,"[""to-read"", ""currently-reading"", ""historical"", ""historical-fiction"", ""bookclub"", ""books-i-own"", ""adult"", ""history""]"
2148,Monster,Walter Dean Myers,1999,eng,3.7,47533,48399,23994.412065489116,faible,62,100,0,0,0,23994.412065489116,2,0,0,"[""to-read"", ""young-adult"", ""currently-reading"", ""ya"", ""fiction"", ""realistic-fiction"", ""ya-lit"", ""teen""]"
2149,"A Song of Ice and Fire (A Song of Ice and Fire, #1-4)",George R.R. Martin,2011,en-US,4.63,28654,39174,23153.65582440693,faible,45,100,0,0,0,23153.65582440693,2,0,0,"[""to-read"", ""currently-reading"", ""fantasy"", ""fiction"", ""favorites"", ""kindle"", ""owned"", ""books-i-own""]"
2150,"Body of Evidence (Kay Scarpetta, #2)",Patricia Cornwell,1991,en-US,4.0,50113,53652,23831.568909971007,faible,31,100,0,0,0,23831.568909971007,2,0,0,"[""to-read"", ""mystery"", ""crime"", ""fiction"", ""currently-reading"", ""thriller"", ""patricia-cornwell"", ""series""]"
2151,Saga #1,"Brian K. Vaughan, Fiona Staples",2012,eng,4.15,38729,39001,23579.559796962316,faible,57,100,0,0,0,23579.559796962316,2,0,0,"[""to-read"", ""graphic-novels"", ""comics"", ""graphic-novel"", ""favorites"", ""fantasy"", ""sci-fi"", ""currently-reading""]"
2152,"Perfect (Pretty Little Liars, #3)",Sara Shepard,2007,eng,4.02,50922,55030,23806.307768782484,faible,27,100,0,0,0,23806.307768782484,2,0,0,"[""to-read"", ""currently-reading"", ""young-adult"", ""pretty-little-liars"", ""mystery"", ""books-i-own"", ""ya"", ""series""]"
2153,"The Secret of Ella and Micha (The Secret, #1)",Jessica Sorensen,2012,eng,4.01,59890,65527,24590.577328131923,moyenne,68,100,0,0,0,24590.577328131923,2,0,0,"[""new-adult"", ""romance"", ""favorites"", ""to-read"", ""contemporary"", ""series"", ""young-adult"", ""kindle""]"
2154,"Hounded (The Iron Druid Chronicles, #1)",Kevin Hearne,2011,eng,4.12,51086,57275,24756.883760520104,moyenne,170,100,0,0,0,24756.883760520104,2,0,0,"[""to-read"", ""fantasy"", ""urban-fantasy"", ""currently-reading"", ""favorites"", ""paranormal"", ""magic"", ""fiction""]"
2155,From a Buick 8,Stephen King,2002,en-US,3.42,47320,50079,23761.192672375117,faible,39,100,0,0,0,23761.192672375117,2,0,0,"[""to-read"", ""currently-reading"", ""owned"", ""king"", ""books-i-own"", ""stephen-king"", ""favorites"", ""thriller""]"
2156,"Red Mars (Mars Trilogy, #1)",Kim Stanley Robinson,1993,en-US,3.84,46121,49784,24421.83575343243,moyenne,147,100,0,0,0,24421.83575343243,2,0,0,"[""to-read"", ""currently-reading"", ""science-fiction"", ""sci-fi"", ""fiction"", ""scifi"", ""favorites"", ""sf""]"
2157,The Yellow Wall-Paper,"Charlotte Perkins Gilman, Elaine Hedges",1892,eng,4.11,44677,55593,24021.873869823125,faible,56,100,0,0,0,24021.873869823125,2,0,0,"[""classics"", ""short-stories"", ""favorites"", ""to-read"", ""horror"", ""feminism"", ""currently-reading"", ""classic""]"
2158,The Time Machine/The Invisible Man,"H.G. Wells, Alfred MacAdam",1968,,4.08,47600,48403,24153.614362553933,faible,79,100,0,0,0,24153.614362553933,2,0,0,"[""to-read"", ""currently-reading"", ""classic"", ""owned"", ""classics"", ""fantasy"", ""favorites"", ""literature""]"
2159,"Sea Swept (Chesapeake Bay Saga, #1)",Nora Roberts,1998,en-US,4.24,48078,50100,23932.47862019611,faible,45,100,0,0,0,23932.47862019611,2,0,0,"[""to-read"", ""romance"", ""nora-roberts"", ""contemporary-romance"", ""contemporary"", ""favorites"", ""fiction"", ""series""]"
2160,"The Blinding Knife (Lightbringer, #2)",Brent Weeks,2012,eng,4.45,42445,47269,24114.737840719532,faible,93,100,0,0,0,24114.737840719532,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""favorites"", ""epic-fantasy"", ""fiction"", ""owned"", ""high-fantasy""]"
2161,Since You've Been Gone,Morgan Matson,2014,eng,4.19,59705,64449,25098.053398985972,moyenne,189,100,0,0,0,25098.053398985972,2,0,0,"[""to-read"", ""currently-reading"", ""favorites"", ""contemporary"", ""young-adult"", ""books-i-own"", ""ya"", ""romance""]"
2162,An Object of Beauty,Steve Martin,2010,en-US,3.58,42488,43765,24166.5118401351,faible,139,100,0,0,0,24166.5118401351,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""art"", ""favorites"", ""book-club"", ""contemporary"", ""books-i-own""]"
2163,What to Expect When You're Expecting,"Heidi Murkoff, Arlene Eisenberg, Sandee Hathaway",1969,,3.75,34120,40091,23096.341247358017,faible,30,100,0,0,0,23096.341247358017,2,0,0,"[""non-fiction"", ""parenting"", ""nonfiction"", ""pregnancy"", ""currently-reading"", ""self-help"", ""reference"", ""to-read""]"
2164,"The Icebound Land (Ranger's Apprentice, #3)",John Flanagan,2005,eng,4.22,48446,52595,23855.94658447011,faible,35,100,0,0,0,23855.94658447011,2,0,0,"[""to-read"", ""fantasy"", ""favorites"", ""adventure"", ""currently-reading"", ""fiction"", ""young-adult"", ""ya""]"
2165,"Anybody Out There? (Walsh Family, #4)",Marian Keyes,2006,,3.91,45243,47676,23635.734178926912,faible,33,100,0,0,0,23635.734178926912,2,0,0,"[""to-read"", ""chick-lit"", ""currently-reading"", ""fiction"", ""favorites"", ""romance"", ""chicklit"", ""books-i-own""]"
2166,"Zero to One: Notes on Startups, or How to Build the Future","Peter Thiel, Blake  Masters",2014,eng,4.17,47807,54697,24130.04079401391,faible,60,100,0,0,0,24130.04079401391,2,0,0,"[""to-read"", ""business"", ""currently-reading"", ""non-fiction"", ""startup"", ""startups"", ""economics"", ""entrepreneurship""]"
2167,"Empire of Storms (Throne of Glass, #5)",Sarah J. Maas,2016,eng,4.58,63322,74241,25624.808876024817,moyenne,348,100,0,0,0,25624.808876024817,2,0,0,"[""to-read"", ""currently-reading"", ""fantasy"", ""favorites"", ""young-adult"", ""books-i-own"", ""romance"", ""ya""]"
2168,"A Christmas Carol, The Chimes and The Cricket on the Hearth","Charles Dickens, Katharine Kroeber Wiley",1843,,4.11,48557,48945,23607.833341768965,faible,24,100,0,0,0,23607.833341768965,2,0,0,"[""to-read"", ""fiction"", ""favorites"", ""classic"", ""currently-reading"", ""fantasy"", ""short-stories"", ""classics""]"
2169,The Grownup,Gillian Flynn,2014,eng,3.54,42536,54592,24457.959102282366,moyenne,176,100,0,0,0,24457.959102282366,2,0,0,"[""to-read"", ""short-stories"", ""fiction"", ""horror"", ""mystery"", ""thriller"", ""read-in-2016"", ""favorites""]"
2170,Smoke and Mirrors: Short Fiction and Illusions,Neil Gaiman,1998,eng,4.05,46486,52735,24776.236262191356,moyenne,257,100,0,0,0,24776.236262191356,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""short-stories"", ""fiction"", ""favorites"", ""horror"", ""owned""]"
2171,"The Oath of the Vayuputras (Shiva Trilogy, #3)",Amish Tripathi,2013,eng,3.66,35936,39627,22839.866867781777,faible,16,100,0,0,0,22839.866867781777,2,0,0,"[""to-read"", ""indian-authors"", ""indian"", ""owned"", ""books-i-own"", ""favorites"", ""historical-fiction"", ""amish-tripathi""]"
2172,Welcome to the Monkey House,Kurt Vonnegut Jr.,1968,eng,4.13,40071,42825,23821.784333826028,faible,74,100,0,0,0,23821.784333826028,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""short-stories"", ""favorites"", ""science-fiction"", ""classics"", ""vonnegut""]"
2173,Dad Is Fat,Jim Gaffigan,2013,,3.76,40489,46767,24123.092829363417,faible,124,100,0,0,0,24123.092829363417,2,0,0,"[""to-read"", ""currently-reading"", ""humor"", ""non-fiction"", ""nonfiction"", ""memoir"", ""audiobook"", ""comedy""]"
2174,Truman,David McCullough,1992,en-US,4.15,53088,54704,24847.597032156344,moyenne,199,100,0,0,0,24847.597032156344,2,0,0,"[""to-read"", ""currently-reading"", ""history"", ""biography"", ""presidents"", ""nonfiction"", ""biographies"", ""american-history""]"
2175,Alexander Hamilton,Ron Chernow,2004,eng,4.26,46198,51554,24971.80136768224,moyenne,384,100,0,0,0,24971.80136768224,2,0,0,"[""to-read"", ""currently-reading"", ""history"", ""non-fiction"", ""biography"", ""nonfiction"", ""american-history"", ""biographies""]"
2176,The Cat in the Hat and Other Dr. Seuss Favorites,"Dr. Seuss, Various",2003,,4.41,46279,46312,22475.80674446438,faible,2,100,0,0,0,22475.80674446438,2,0,0,"[""to-read"", ""childrens"", ""children"", ""children-s-books"", ""children-s"", ""kids"", ""classics"", ""picture-books""]"
2177,Dead Souls,"Nikolai Gogol, Robert A. Maguire",1842,eng,3.98,40699,47662,24328.954398596336,faible,172,100,0,0,0,24328.954398596336,2,0,0,"[""to-read"", ""currently-reading"", ""classics"", ""fiction"", ""russian"", ""russian-literature"", ""russia"", ""favorites""]"
2178,"The Deal (Off-Campus, #1)",Elle Kennedy,2015,eng,4.3,75699,79406,25292.07867161348,moyenne,110,100,0,0,0,25292.07867161348,2,0,0,"[""favorites"", ""new-adult"", ""romance"", ""currently-reading"", ""contemporary"", ""sports"", ""college"", ""contemporary-romance""]"
2179,"The Crown (The Selection, #5)",Kiera Cass,2016,eng,3.8,64158,72531,25350.400156447522,moyenne,236,100,0,0,0,25350.400156447522,2,0,0,"[""to-read"", ""young-adult"", ""romance"", ""favorites"", ""dystopian"", ""ya"", ""read-in-2016"", ""dystopia""]"
2180,"Zero Day (John Puller, #1)",David Baldacci,2011,en-US,3.99,38649,48922,23915.52441847676,faible,81,100,0,0,0,23915.52441847676,2,0,0,"[""to-read"", ""currently-reading"", ""thriller"", ""david-baldacci"", ""fiction"", ""mystery"", ""suspense"", ""baldacci""]"
2181,Tikki Tikki Tembo,"Arlene Mosel, Blair Lent",1968,en-CA,4.21,52536,53161,23523.03196277231,faible,14,100,0,0,0,23523.03196277231,2,0,0,"[""picture-books"", ""childrens"", ""children-s-books"", ""children"", ""children-s"", ""kids"", ""childrens-books"", ""to-read""]"
2182,"Night World, No. 1 (Night World, #1-3)",L.J. Smith,2008,en-US,4.04,54940,56461,24017.056955288786,faible,33,100,0,0,0,24017.056955288786,2,0,0,"[""to-read"", ""currently-reading"", ""young-adult"", ""vampires"", ""favorites"", ""books-i-own"", ""fantasy"", ""paranormal""]"
2183,"Love Unscripted (Love, #1)",Tina Reber,2010,en-US,4.04,59261,62368,24968.125360613423,moyenne,161,100,0,0,0,24968.125360613423,2,0,0,"[""to-read"", ""favorites"", ""romance"", ""currently-reading"", ""contemporary-romance"", ""contemporary"", ""series"", ""new-adult""]"
2184,"Pop Goes the Weasel (Alex Cross, #5)",James Patterson,1999,eng,3.98,46820,49447,23864.166730368634,faible,45,100,0,0,0,23864.166730368634,2,0,0,"[""currently-reading"", ""alex-cross"", ""crime"", ""patterson"", ""series"", ""default"", ""alex-cross-series"", ""suspense""]"
2185,"Bully (Fall Away, #1)",Penelope Douglas,2013,,4.15,34789,72517,23722.233346808887,faible,36,100,0,0,0,23722.233346808887,2,0,0,"[""to-read"", ""favorites"", ""romance"", ""new-adult"", ""currently-reading"", ""contemporary"", ""young-adult"", ""series""]"
2186,The Six Wives of Henry VIII,Alison Weir,1980,en-US,4.1,47913,49615,24588.728958040007,moyenne,179,100,0,0,0,24588.728958040007,2,0,0,"[""to-read"", ""history"", ""currently-reading"", ""non-fiction"", ""biography"", ""nonfiction"", ""historical"", ""favorites""]"
2187,We,"Yevgeny Zamyatin, Clarence Brown",1924,eng,3.95,40020,47979,24531.778833314012,moyenne,268,100,0,0,0,24531.778833314012,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""science-fiction"", ""dystopia"", ""classics"", ""sci-fi"", ""dystopian""]"
2188,Pigs in Heaven,Barbara Kingsolver,1993,eng,3.97,43374,47478,23854.821955573985,faible,57,100,0,0,0,23854.821955573985,2,0,0,"[""to-read"", ""fiction"", ""currently-reading"", ""favorites"", ""contemporary-fiction"", ""books-i-own"", ""contemporary"", ""owned""]"
2189,"The Ghost Brigades (Old Man's War, #2)",John Scalzi,2006,en-GB,4.09,40107,47619,23748.670402221494,faible,54,100,0,0,0,23748.670402221494,2,0,0,"[""to-read"", ""science-fiction"", ""sci-fi"", ""fiction"", ""scifi"", ""space-opera"", ""sf"", ""currently-reading""]"
2190,"Cry, the Beloved Country",Alan Paton,1948,eng,3.87,47389,53681,24350.785788030516,faible,105,100,0,0,0,24350.785788030516,2,0,0,"[""to-read"", ""fiction"", ""classics"", ""africa"", ""favorites"", ""historical-fiction"", ""classic"", ""literature""]"
2191,Faeries,"Brian Froud, Alan Lee",1978,,3.89,38050,38793,23649.868419168783,faible,73,100,0,0,0,23649.868419168783,2,0,0,"[""to-read"", ""art"", ""currently-reading"", ""favorites"", ""fantasy"", ""non-fiction"", ""mythology"", ""fiction""]"
2192,Confessions of an Ugly Stepsister,Gregory Maguire,1999,en-US,3.51,50526,52251,24419.46947570711,moyenne,116,100,0,0,0,24419.46947570711,2,0,0,"[""to-read"", ""fantasy"", ""fairy-tales"", ""books-i-own"", ""favorites"", ""historical-fiction"", ""owned"", ""currently-reading""]"
2193,How to Be Good,Nick Hornby,2001,,3.18,37497,44660,23436.256884124155,faible,45,100,0,0,0,23436.256884124155,2,0,0,"[""fiction"", ""to-read"", ""contemporary"", ""humor"", ""books-i-own"", ""owned"", ""favorites"", ""contemporary-fiction""]"
2194,"Lady Midnight (The Dark Artifices, #1)",Cassandra Clare,2016,eng,4.47,84711,93259,26320.21119410654,moyenne,494,100,0,0,0,26320.21119410654,2,0,0,"[""to-read"", ""currently-reading"", ""romance"", ""favourites"", ""favorites"", ""series"", ""to-buy"", ""2016-releases""]"
2195,"Inkdeath (Inkworld, #3)",Cornelia Funke,2007,eng,3.93,53591,59638,24633.63319535316,moyenne,115,100,0,0,0,24633.63319535316,2,0,0,"[""to-read"", ""books-i-own"", ""favorites"", ""fiction"", ""series"", ""owned"", ""young-adult"", ""ya""]"
2196,Foundation's Edge (Foundation #4),Isaac Asimov,1982,eng,4.08,47641,51866,23984.827244319873,faible,50,100,0,0,0,23984.827244319873,2,0,0,"[""to-read"", ""science-fiction"", ""sci-fi"", ""fiction"", ""currently-reading"", ""scifi"", ""owned"", ""sf""]"
2197,Jude the Obscure,Thomas Hardy,1895,en-US,3.8,44873,50290,24240.075681728023,faible,108,100,0,0,0,24240.075681728023,2,0,0,"[""classics"", ""fiction"", ""to-read"", ""favorites"", ""classic"", ""literature"", ""owned"", ""books-i-own""]"
2198,"Queen of Sorcery (The Belgariad, #2)",David Eddings,1982,en-US,4.13,49355,52912,23527.48688804818,faible,17,100,0,0,0,23527.48688804818,2,0,0,"[""to-read"", ""fantasy"", ""fiction"", ""currently-reading"", ""favorites"", ""owned"", ""david-eddings"", ""epic-fantasy""]"
2199,The Lottery and Other Stories,Shirley Jackson,1949,en-US,4.06,48608,51501,24250.78590961597,faible,83,100,0,0,0,24250.78590961597,2,0,0,"[""to-read"", ""short-stories"", ""fiction"", ""classics"", ""horror"", ""currently-reading"", ""favorites"", ""classic""]"
2200,"Into the Gauntlet (The 39 Clues, #10)",Margaret Peterson Haddix,2010,eng,3.99,48461,48918,23593.017148482497,faible,24,100,0,0,0,23593.017148482497,2,0,0,"[""to-read"", ""39-clues"", ""mystery"", ""adventure"", ""favorites"", ""the-39-clues"", ""series"", ""young-adult""]"
2201,"Wings (Wings, #1)",Aprilynne Pike,2009,en-US,3.75,62566,66249,24660.777055532224,moyenne,73,100,0,0,0,24660.777055532224,2,0,0,"[""to-read"", ""fantasy"", ""young-adult"", ""favorites"", ""ya"", ""currently-reading"", ""romance"", ""paranormal""]"
2202,"Gossip Girl (Gossip Girl, #1)",Cecily von Ziegesar,2002,eng,3.51,49670,51967,23805.278056976,faible,35,100,0,0,0,23805.278056976,2,0,0,"[""young-adult"", ""to-read"", ""currently-reading"", ""ya"", ""chick-lit"", ""series"", ""books-i-own"", ""fiction""]"
2203,The Odessa File,Frederick Forsyth,1972,en-US,4.1,42529,44032,23454.312382161046,faible,29,100,0,0,0,23454.312382161046,2,0,0,"[""to-read"", ""thriller"", ""fiction"", ""currently-reading"", ""historical-fiction"", ""espionage"", ""mystery"", ""thrillers""]"
2204,The Burgess Boys,Elizabeth Strout,2013,eng,3.54,39445,45050,24199.413119041576,faible,171,100,0,0,0,24199.413119041576,2,0,0,"[""to-read"", ""currently-reading"", ""fiction"", ""book-club"", ""contemporary-fiction"", ""kindle"", ""contemporary"", ""audio""]"
2205,Sapiens: A Brief History of Humankind,Yuval Noah Harari,2011,eng,4.41,52846,71074,25092.318303921667,moyenne,205,100,0,0,0,25092.318303921667,2,0,0,"[""to-read"", ""currently-reading"", ""non-fiction"", ""favorites"", ""nonfiction"", ""anthropology"", ""philosophy"", ""audiobook""]"
2206,Lies That Chelsea Handler Told Me,"Chelsea Handler, Johnny Kansas, Stephanie Stehling, Heather McDonald, Roy Handler, Brad Wollack, Amber Mazzola, Josh Wolf, Shoshanna Handler, Eva Magdalenski, Amy Meyer, Glen Handler, Dave Mallow, Sarah Colonna",2011,eng,3.74,37936,41529,23724.768988408785,faible,79,100,0,0,0,23724.768988408785,2,0,0,"[""to-read"", ""currently-reading"", ""humor"", ""non-fiction"", ""comedy"", ""memoir"", ""nonfiction"", ""funny""]"
2207,"Broken Harbour (Dublin Murder Squad, #4)",Tana French,2012,eng,3.92,36704,50491,24167.064203834118,faible,147,100,0,0,0,24167.064203834118,2,0,0,"[""to-read"", ""mystery"", ""fiction"", ""currently-reading"", ""crime"", ""favorites"", ""series"", ""mysteries""]"
2208,"Down to You (The Bad Boys, #1)",M. Leighton,2013,eng,4.05,59221,62467,24697.433202972596,moyenne,93,100,0,0,0,24697.433202972596,2,0,0,"[""to-read"", ""favorites"", ""new-adult"", ""contemporary-romance"", ""contemporary"", ""series"", ""erotica"", ""romance""]"
2209,The Complete Works,William Shakespeare,1623,eng,4.49,39503,46010,23818.7388174369,faible,63,100,0,0,0,23818.7388174369,2,0,0,"[""to-read"", ""favorites"", ""owned"", ""currently-reading"", ""owned-books"", ""theatre"", ""play"", ""classic-literature""]"
2210,The Dispossessed,Ursula K. Le Guin,1974,eng,4.18,46660,53246,24684.0141644619,moyenne,203,100,0,0,0,24684.0141644619,2,0,0,"[""to-read"", ""science-fiction"", ""sci-fi"", ""fiction"", ""favorites"", ""scifi"", ""fantasy"", ""sf""]"
2211,"Faceless Killers (Kurt Wallander, #1)","Henning Mankell, Steven T. Murray",1991,eng,3.78,43861,49558,24320.53663762785,faible,138,100,0,0,0,24320.53663762785,2,0,0,"[""to-read"", ""mystery"", ""crime"", ""fiction"", ""currently-reading"", ""thriller"", ""mysteries"", ""sweden""]"
2212,The Confession,John Grisham,2010,eng,3.81,41389,49934,23768.357311923835,faible,51,100,0,0,0,23768.357311923835,2,0,0,"[""to-read"", ""fiction"", ""john-grisham"", ""mystery"", ""thriller"", ""legal-thriller"", ""grisham"", ""default""]"
2213,Lightning,Dean Koontz,1988,eng,4.06,44424,47213,23861.492366454087,faible,54,100,0,0,0,23861.492366454087,2,0,0,"[""to-read"", ""horror"", ""dean-koontz"", ""fiction"", ""favorites"", ""thriller"", ""science-fiction"", ""time-travel""]"
2214,"Cat and Mouse (Alex Cross, #4)","James Patterson, Keith David, Anthony Heald",1997,en-GB,3.96,45217,50283,23776.240424543445,faible,40,100,0,0,0,23776.240424543445,2,0,0,"[""to-read"", ""james-patterson"", ""mystery"", ""currently-reading"", ""alex-cross"", ""fiction"", ""thriller"", ""crime""]"
2215,"Superfudge (Fudge, #3)",Judy Blume,1980,eng,3.98,50917,53118,23630.059315321938,faible,20,100,0,0,0,23630.059315321938,2,0,0,"[""to-read"", ""fiction"", ""children"", ""children-s"", ""children-s-books"", ""childhood"", ""currently-reading"", ""young-adult""]"
2216,The Couple Next Door,Shari Lapena,2016,eng,3.74,63237,81542,25343.304401808797,moyenne,202,100,0,0,0,25343.304401808797,2,0,0,"[""mystery"", ""fiction"", ""to-read"", ""suspense"", ""mystery-thriller"", ""read-in-2017"", ""book-club"", ""read-in-2016""]"
2217,"Hallowed (Unearthly, #2)",Cynthia Hand,2012,eng,4.15,58860,61307,24735.648758197334,moyenne,103,100,0,0,0,24735.648758197334,2,0,0,"[""to-read"", ""young-adult"", ""favorites"", ""angels"", ""fantasy"", ""paranormal"", ""ya"", ""romance""]"
2218,Ancillary Justice (Imperial Radch #1),Ann Leckie,2013,eng,3.97,38747,47806,24333.800515288698,faible,195,100,0,0,0,24333.800515288698,2,0,0,"[""to-read"", ""science-fiction"", ""currently-reading"", ""sci-fi"", ""fiction"", ""favorites"", ""scifi"", ""space-opera""]"
2219,"The Pillars of Creation (Sword of Truth, #7)",Terry Goodkind,2001,en-GB,3.67,43424,45832,23659.851234023845,faible,43,100,0,0,0,23659.851234023845,2,0,0,"[""to-read"", ""fantasy"", ""currently-reading"", ""sword-of-truth"", ""owned"", ""terry-goodkind"", ""default"", ""epic-fantasy""]"
2220,Built to Last: Successful Habits of Visionary Companies,"James C. Collins, Jerry I. Porras",1994,eng,3.98,39618,40804,23651.16174979668,faible,60,100,0,0,0,23651.16174979668,2,0,0,"[""to-read"", ""business"", ""currently-reading"", ""non-fiction"", ""leadership"", ""management"", ""nonfiction"", ""business-books""]"
2221,The Life We Bury,Allen Eskens,2014,,3.93,35689,47968,23940.473119228827,faible,108,100,0,0,0,23940.473119228827,2,0,0,"[""to-read"", ""currently-reading"", ""mystery"", ""fiction"", ""book-club"", ""audiobook"", ""audio"", ""thriller""]"
2222,Fireproof,Eric Wilson,2008,en-US,4.47,37258,37588,23222.345555385484,faible,30,100,0,0,0,23222.345555385484,2,0,0,"[""to-read"", ""christian"", ""christian-fiction"", ""fiction"", ""romance"", ""currently-reading"", ""favorites"", ""books-i-own""]"
2223,"The Eagle Has Landed (Liam Devlin, #1)",Jack Higgins,1975,,4.15,41677,43019,23572.59678436677,faible,40,100,0,0,0,23572.59678436677,2,0,0,"[""fiction"", ""thriller"", ""currently-reading"", ""historical-fiction"", ""war"", ""favorites"", ""jack-higgins"", ""to-read""]"
2224,"The Lunatic Cafe (Anita Blake, Vampire Hunter #4)",Laurell K. Hamilton,1996,eng,4.12,58023,63568,23967.76059042397,faible,21,100,0,0,0,23967.76059042397,2,0,0,"[""to-read"", ""urban-fantasy"", ""vampires"", ""paranormal"", ""fantasy"", ""vampire"", ""romance"", ""paranormal-romance""]"
2225,"John Dies at the End (John Dies at the End, #1)",David Wong,2007,eng,3.92,35387,45084,24202.766610921797,faible,207,100,0,0,0,24202.766610921797,2,0,0,"[""to-read"", ""horror"", ""currently-reading"", ""favorites"", ""fiction"", ""fantasy"", ""humor"", ""science-fiction""]"
2226,The Demon-Haunted World: Science as a Candle in the Dark,"Carl Sagan, Ann Druyan",1995,eng,4.27,40583,43024,24406.251811595765,moyenne,225,100,0,0,0,24406.251811595765,2,0,0,"[""to-read"", ""favorites"", ""nonfiction"", ""philosophy"", ""currently-reading"", ""science"", ""religion"", ""owned""]"
2227,Stolen: A Letter to My Captor,Lucy Christopher,2009,eng,3.93,52435,57261,24735.71930154928,moyenne,159,100,0,0,0,24735.71930154928,2,0,0,"[""to-read"", ""favorites"", ""young-adult"", ""currently-reading"", ""ya"", ""contemporary"", ""books-i-own"", ""fiction""]"
2228,Solaris,Stanisław Lem,1961,eng,3.97,41249,49241,24161.588651798855,faible,113,100,0,0,0,24161.588651798855,2,0,0,"[""to-read"", ""science-fiction"", ""sci-fi"", ""currently-reading"", ""fiction"", ""favorites"", ""scifi"", ""sf""]"
2229,Prozac Nation,Elizabeth Wurtzel,1994,en-US,3.57,44408,46771,24356.86282068436,faible,165,100,0,0,0,24356.86282068436,2,0,0,"[""to-read"", ""currently-reading"", ""non-fiction"", ""memoir"", ""psychology"", ""favorites"", ""nonfiction"", ""memoirs""]"
2230,The Black Cauldron (The Chronicles of Prydain #2),Lloyd Alexander,1965,eng,4.13,49138,51195,24045.11532467999,faible,53,100,0,0,0,24045.11532467999,2,0,0,"[""to-read"", ""fantasy"", ""young-adult"", ""fiction"", ""favorites"", ""childrens"", ""ya"", ""children""]"
